Lake,namedLocation,Date,Depth,Temp,spCond,DO,DOsat
CRAM,CRAM.AOS.buoy.c0,2017-08-01T04:00:00Z,11.5,5.5,21.3,0.1,0.4
CRAM,CRAM.AOS.buoy.c0,2017-08-01T04:00:00Z,15.5,5.4,31.5,0,0
CRAM,CRAM.AOS.buoy.c0,2017-08-01T04:00:00Z,8.5,6.7,17.8,2.5,20
CRAM,CRAM.AOS.buoy.c0,2017-08-01T04:00:00Z,16.5,5.4,32,0,0
CRAM,CRAM.AOS.buoy.c0,2017-08-01T04:00:00Z,4,17.7,15.4,7.7,80.7
CRAM,CRAM.AOS.buoy.c0,2017-08-01T04:00:00Z,1.5,25,14.2,8.8,106.3
CRAM,CRAM.AOS.buoy.c0,2017-08-01T04:00:00Z,0.5,25.5,14.2,8.4,102.1
CRAM,CRAM.AOS.buoy.c0,2017-08-01T04:00:00Z,4.5,15.1,17,7.4,75.2
CRAM,CRAM.AOS.buoy.c0,2017-08-01T04:00:00Z,9,6.4,17.9,2.3,18.9
CRAM,CRAM.AOS.buoy.c0,2017-08-01T04:00:00Z,5.5,11,17.7,4.7,42.8
CRAM,CRAM.AOS.buoy.c0,2017-08-01T04:00:00Z,5,12.8,17.6,6.6,62.2
CRAM,CRAM.AOS.buoy.c0,2017-08-01T04:00:00Z,2.5,24.3,14.1,8.7,104
CRAM,CRAM.AOS.buoy.c0,2017-08-01T04:00:00Z,13.5,5.4,22.3,0,0.1
CRAM,CRAM.AOS.buoy.c0,2017-08-01T04:00:00Z,1,25.1,14.2,8.8,107.2
CRAM,CRAM.AOS.buoy.c0,2018-02-13T05:00:00Z,13,4,19,0.4,3.1
CRAM,CRAM.AOS.buoy.c0,2018-02-13T05:00:00Z,3,3.8,15.4,7.3,53.1
CRAM,CRAM.AOS.buoy.c0,2018-02-13T05:00:00Z,9,3.9,17.9,5.2,39.2
CRAM,CRAM.AOS.buoy.c0,2018-02-13T05:00:00Z,6,4,17.4,6.6,49.5
CRAM,CRAM.AOS.buoy.c0,2018-02-13T05:00:00Z,0.5,1,11,11.4,79.9
CRAM,CRAM.AOS.buoy.c0,2018-03-05T05:00:00Z,2,3.4,14.4,7.2,55.4
CRAM,CRAM.AOS.buoy.c0,2018-03-05T05:00:00Z,5,4.1,16.5,5.4,41.1
CRAM,CRAM.AOS.buoy.c0,2018-03-05T05:00:00Z,3.5,4.1,15.9,5.3,39.8
CRAM,CRAM.AOS.buoy.c0,2018-03-05T05:00:00Z,7.5,4.2,17.4,4.9,37.3
CRAM,CRAM.AOS.buoy.c0,2018-03-05T05:00:00Z,0.5,1.2,12.5,10.6,77
CRAM,CRAM.AOS.buoy.c0,2018-05-07T04:00:00Z,7,4.7,14.5,5.7,43.3
CRAM,CRAM.AOS.buoy.c0,2018-05-07T04:00:00Z,9,4.4,15.3,3.7,28.5
CRAM,CRAM.AOS.buoy.c0,2018-05-07T04:00:00Z,14,4.4,17,1.3,10.1
CRAM,CRAM.AOS.buoy.c0,2018-05-07T04:00:00Z,5,5,14.1,6.4,49
CRAM,CRAM.AOS.buoy.c0,2018-05-07T04:00:00Z,17,4.4,18.1,0.8,5.9
CRAM,CRAM.AOS.buoy.c0,2018-05-07T04:00:00Z,8.5,4.5,15.1,4.1,31.9
CRAM,CRAM.AOS.buoy.c0,2018-05-07T04:00:00Z,2,7.7,13.5,8,63.5
CRAM,CRAM.AOS.buoy.c0,2018-05-07T04:00:00Z,4,5.2,14,6.6,51.5
CRAM,CRAM.AOS.buoy.c0,2018-05-07T04:00:00Z,18,4.5,23.3,0.3,2.2
CRAM,CRAM.AOS.buoy.c0,2018-05-07T04:00:00Z,3,5.7,13.9,6.8,54.1
CRAM,CRAM.AOS.buoy.c0,2018-05-07T04:00:00Z,4.5,5,14,6.4,50.4
CRAM,CRAM.AOS.buoy.c0,2018-05-07T04:00:00Z,16.5,4.4,13,0.9,6.5
CRAM,CRAM.AOS.buoy.c0,2018-05-07T04:00:00Z,17.5,4.4,20.8,0.5,3.9
CRAM,CRAM.AOS.buoy.c0,2018-05-07T04:00:00Z,13,4.4,16,2.1,16
CRAM,CRAM.AOS.buoy.c0,2018-05-07T04:00:00Z,11,4.4,15.4,3.3,25.3
CRAM,CRAM.AOS.buoy.c0,2018-05-07T04:00:00Z,5.5,4.9,14.2,6.2,48.5
CRAM,CRAM.AOS.buoy.c0,2018-05-07T04:00:00Z,1,8.2,13.5,8,67.7
CRAM,CRAM.AOS.buoy.c0,2018-05-07T04:00:00Z,12.5,4.4,15.8,2.4,18.7
CRAM,CRAM.AOS.buoy.c0,2018-05-07T04:00:00Z,15.5,4.4,12.6,1.2,9.3
CRAM,CRAM.AOS.buoy.c0,2018-05-07T04:00:00Z,13.5,4.4,16.6,1.5,11.1
CRAM,CRAM.AOS.buoy.c0,2018-05-07T04:00:00Z,0.5,8.5,13.4,8.2,69.2
CRAM,CRAM.AOS.buoy.c0,2018-05-07T04:00:00Z,3.5,5.3,13.9,6.7,52.5
CRAM,CRAM.AOS.buoy.c0,2018-05-07T04:00:00Z,14.5,4.4,12.3,1.3,9.6
CRAM,CRAM.AOS.buoy.c0,2018-05-07T04:00:00Z,10.5,4.4,15.4,3.4,26.2
CRAM,CRAM.AOS.buoy.c0,2018-05-07T04:00:00Z,12,4.4,15.6,2.7,20.4
CRAM,CRAM.AOS.buoy.c0,2018-05-07T04:00:00Z,6.5,4.7,14.4,5.7,44.5
CRAM,CRAM.AOS.buoy.c0,2018-05-07T04:00:00Z,9.5,4.4,15.3,3.6,28
CRAM,CRAM.AOS.buoy.c0,2018-05-07T04:00:00Z,11.5,4.4,15.4,2.9,22.2
CRAM,CRAM.AOS.buoy.c0,2018-05-07T04:00:00Z,6,4.8,14.2,6.1,47.4
CRAM,CRAM.AOS.buoy.c0,2018-05-07T04:00:00Z,15,4.4,12.4,1.3,9.9
CRAM,CRAM.AOS.buoy.c0,2018-05-07T04:00:00Z,7.5,4.5,15,4.4,34
CRAM,CRAM.AOS.buoy.c0,2018-05-07T04:00:00Z,10,4.4,15.4,3.5,27.1
CRAM,CRAM.AOS.buoy.c0,2018-05-07T04:00:00Z,8,4.5,14.9,4.7,36.3
CRAM,CRAM.AOS.buoy.c0,2018-05-07T04:00:00Z,1.5,8,13.5,7.9,66
CRAM,CRAM.AOS.buoy.c0,2018-05-07T04:00:00Z,2.5,5.9,13.8,7,56
CRAM,CRAM.AOS.buoy.c0,2018-05-07T04:00:00Z,16,4.4,12.8,1,7.6
CRAM,CRAM.AOS.buoy.c0,2018-05-10T04:00:00Z,9,4.7,14.9,4.2,32.6
CRAM,CRAM.AOS.buoy.c0,2018-05-10T04:00:00Z,12.5,4.5,15.6,2.4,18.8
CRAM,CRAM.AOS.buoy.c0,2018-05-10T04:00:00Z,2,9.4,13.2,8.3,73.4
CRAM,CRAM.AOS.buoy.c0,2018-05-10T04:00:00Z,6,4.9,14.5,5.5,42.6
CRAM,CRAM.AOS.buoy.c0,2018-05-10T04:00:00Z,5,5.1,10.7,5.8,45.5
CRAM,CRAM.AOS.buoy.c0,2018-05-10T04:00:00Z,6.5,4.9,14.5,5.4,41.6
CRAM,CRAM.AOS.buoy.c0,2018-05-10T04:00:00Z,15,4.5,16.1,2,4.5
CRAM,CRAM.AOS.buoy.c0,2018-05-10T04:00:00Z,9.5,4.6,15,4,31
CRAM,CRAM.AOS.buoy.c0,2018-05-10T04:00:00Z,14.5,4.5,16.1,2,7.8
CRAM,CRAM.AOS.buoy.c0,2018-05-10T04:00:00Z,4,5.4,14,6.3,49.7
CRAM,CRAM.AOS.buoy.c0,2018-05-10T04:00:00Z,0.5,10.7,15.3,9.9,89.4
CRAM,CRAM.AOS.buoy.c0,2018-05-10T04:00:00Z,12,4.5,15.5,2.7,19.3
CRAM,CRAM.AOS.buoy.c0,2018-05-10T04:00:00Z,5.5,5,14.4,5.7,44.2
CRAM,CRAM.AOS.buoy.c0,2018-05-10T04:00:00Z,8.5,4.7,14.9,4.5,34.3
CRAM,CRAM.AOS.buoy.c0,2018-05-10T04:00:00Z,11.5,4.5,15.4,3,29
CRAM,CRAM.AOS.buoy.c0,2018-05-10T04:00:00Z,10,4.6,15,4,30.7
CRAM,CRAM.AOS.buoy.c0,2018-05-10T04:00:00Z,1,10.1,13.1,9.2,81.8
CRAM,CRAM.AOS.buoy.c0,2018-05-10T04:00:00Z,3.5,6.2,13.7,7.2,57.5
CRAM,CRAM.AOS.buoy.c0,2018-05-10T04:00:00Z,11,4.6,15.1,3.8,29.3
CRAM,CRAM.AOS.buoy.c0,2018-05-10T04:00:00Z,8,4.7,14.8,4.6,35.4
CRAM,CRAM.AOS.buoy.c0,2018-05-10T04:00:00Z,7,4.8,14.6,5.1,39.6
CRAM,CRAM.AOS.buoy.c0,2018-05-10T04:00:00Z,3,6.9,13.6,7.3,60
CRAM,CRAM.AOS.buoy.c0,2018-05-10T04:00:00Z,2.5,7.8,13.5,7.8,65.2
CRAM,CRAM.AOS.buoy.c0,2018-05-10T04:00:00Z,7.5,4.8,14.7,4.8,36.8
CRAM,CRAM.AOS.buoy.c0,2018-05-10T04:00:00Z,13,4.5,15.6,2,11.8
CRAM,CRAM.AOS.buoy.c0,2018-05-10T04:00:00Z,14,4.5,16.1,2,7.7
CRAM,CRAM.AOS.buoy.c0,2018-05-10T04:00:00Z,13.5,4.5,16.1,1.5,9.6
CRAM,CRAM.AOS.buoy.c0,2018-05-10T04:00:00Z,1.5,9.7,13.2,8.9,77.8
CRAM,CRAM.AOS.buoy.c0,2018-05-10T04:00:00Z,10.5,4.6,15,3.7,28.9
CRAM,CRAM.AOS.buoy.c0,2018-05-10T04:00:00Z,4.5,5.2,10.6,6.2,48.5
CRAM,CRAM.AOS.buoy.c0,2018-05-22T04:00:00Z,1.5,16.7,9.9,11.1,115.1
CRAM,CRAM.AOS.buoy.c0,2018-05-22T04:00:00Z,2,16.1,9.8,11.5,117
CRAM,CRAM.AOS.buoy.c0,2018-05-22T04:00:00Z,10,4.7,15.4,3.1,24
CRAM,CRAM.AOS.buoy.c0,2018-05-22T04:00:00Z,7.5,5.1,17.1,5,38.5
CRAM,CRAM.AOS.buoy.c0,2018-05-22T04:00:00Z,9,4.9,15.3,3.8,28.9
CRAM,CRAM.AOS.buoy.c0,2018-05-22T04:00:00Z,12.5,4.6,16.5,2.4,18.2
CRAM,CRAM.AOS.buoy.c0,2018-05-22T04:00:00Z,16.5,4.6,11.6,0.1,0.5
CRAM,CRAM.AOS.buoy.c0,2018-05-22T04:00:00Z,14.5,4.6,19.1,2.2,16.9
CRAM,CRAM.AOS.buoy.c0,2018-05-22T04:00:00Z,4,7.6,13.7,10.4,86.7
CRAM,CRAM.AOS.buoy.c0,2018-05-22T04:00:00Z,9.5,4.7,15.6,3.4,26.3
CRAM,CRAM.AOS.buoy.c0,2018-05-22T04:00:00Z,3,12.4,8,11.8,112.4
CRAM,CRAM.AOS.buoy.c0,2018-05-22T04:00:00Z,15.5,4.6,11,0.6,2.9
CRAM,CRAM.AOS.buoy.c0,2018-05-22T04:00:00Z,5.5,5.7,14.8,6.6,52.6
CRAM,CRAM.AOS.buoy.c0,2018-05-22T04:00:00Z,13.5,4.6,18.2,2.3,17.7
CRAM,CRAM.AOS.buoy.c0,2018-05-22T04:00:00Z,7,5.2,15,5.3,42.1
CRAM,CRAM.AOS.buoy.c0,2018-05-22T04:00:00Z,3.5,9.1,16.2,11.1,96.6
CRAM,CRAM.AOS.buoy.c0,2018-05-22T04:00:00Z,11.5,4.6,15.9,2.6,19.9
CRAM,CRAM.AOS.buoy.c0,2018-05-22T04:00:00Z,10.5,4.6,15.8,2.8,22
CRAM,CRAM.AOS.buoy.c0,2018-05-22T04:00:00Z,0.5,17.3,10.2,11.2,116.4
CRAM,CRAM.AOS.buoy.c0,2018-05-22T04:00:00Z,4.5,6.7,13.9,8.8,71
CRAM,CRAM.AOS.buoy.c0,2018-05-22T04:00:00Z,2.5,15.4,10.6,11.9,117.2
CRAM,CRAM.AOS.buoy.c0,2018-05-22T04:00:00Z,5,6.1,14.2,7.8,62.2
CRAM,CRAM.AOS.buoy.c0,2018-05-22T04:00:00Z,6.5,5.3,15,5.5,43.2
CRAM,CRAM.AOS.buoy.c0,2018-05-22T04:00:00Z,8.5,5,15.1,4.6,35.5
CRAM,CRAM.AOS.buoy.c0,2018-05-22T04:00:00Z,6,5.5,15.8,6.2,49.1
CRAM,CRAM.AOS.buoy.c0,2018-05-22T04:00:00Z,1,16.8,9.9,11.3,115.2
CRAM,CRAM.AOS.buoy.c0,2018-05-22T04:00:00Z,8,5.1,15.2,4.8,37.3
CRAM,CRAM.AOS.buoy.c0,2018-06-05T04:00:00Z,10.5,4.8,15.6,2,15.3
CRAM,CRAM.AOS.buoy.c0,2018-06-05T04:00:00Z,12.5,4.7,16.1,1,7.5
CRAM,CRAM.AOS.buoy.c0,2018-06-05T04:00:00Z,4.5,8.5,10.5,10.5,89.5
CRAM,CRAM.AOS.buoy.c0,2018-06-05T04:00:00Z,9.5,5,15.4,2.6,20.1
CRAM,CRAM.AOS.buoy.c0,2018-06-05T04:00:00Z,11.5,4.7,15.9,1.5,11.2
CRAM,CRAM.AOS.buoy.c0,2018-06-05T04:00:00Z,3.5,13.9,10,12.2,119.9
CRAM,CRAM.AOS.buoy.c0,2018-06-05T04:00:00Z,1.5,18.3,9.8,8.8,93.5
CRAM,CRAM.AOS.buoy.c0,2018-06-05T04:00:00Z,8.5,5.2,15,3.3,26.3
CRAM,CRAM.AOS.buoy.c0,2018-06-05T04:00:00Z,7.5,5.5,14.9,4.1,32.3
CRAM,CRAM.AOS.buoy.c0,2018-06-05T04:00:00Z,3,18.2,12.4,8.7,91.6
CRAM,CRAM.AOS.buoy.c0,2018-06-05T04:00:00Z,1,18.7,9.9,8.8,94.1
CRAM,CRAM.AOS.buoy.c0,2018-06-05T04:00:00Z,2,18.3,9.8,8.7,91.2
CRAM,CRAM.AOS.buoy.c0,2018-06-05T04:00:00Z,13.5,4.7,16.3,0.5,3.5
CRAM,CRAM.AOS.buoy.c0,2018-06-05T04:00:00Z,5.5,6.6,11,7.1,57.8
CRAM,CRAM.AOS.buoy.c0,2018-06-05T04:00:00Z,5,7.2,10.9,8.3,68.8
CRAM,CRAM.AOS.buoy.c0,2018-06-05T04:00:00Z,2.5,18.3,9.7,8.7,92.7
CRAM,CRAM.AOS.buoy.c0,2018-06-05T04:00:00Z,0.5,18.8,9.9,8.8,95.1
CRAM,CRAM.AOS.buoy.c0,2018-06-05T04:00:00Z,6.5,6,11.3,5.2,41.8
CRAM,CRAM.AOS.buoy.c0,2018-06-05T04:00:00Z,4,10.4,10.3,11.9,105.3
CRAM,CRAM.AOS.buoy.c0,2018-06-05T04:00:00Z,6,6.2,11.2,6,48.1
CRAM,CRAM.AOS.buoy.c0,2018-07-10T04:00:00Z,12,4.9,12.6,0.1,1
CRAM,CRAM.AOS.buoy.c0,2018-07-10T04:00:00Z,3,25,10,2.4,29.4
CRAM,CRAM.AOS.buoy.c0,2018-07-10T04:00:00Z,13,4.9,12.8,0.1,0.9
CRAM,CRAM.AOS.buoy.c0,2018-07-10T04:00:00Z,10,5.4,5.5,0.7,5.8
CRAM,CRAM.AOS.buoy.c0,2018-07-10T04:00:00Z,4.5,14,5.5,3.3,31.9
CRAM,CRAM.AOS.buoy.c0,2018-07-10T04:00:00Z,0.5,25.6,9.1,3.1,37.3
CRAM,CRAM.AOS.buoy.c0,2018-07-10T04:00:00Z,6.5,7.4,3.3,2.5,20.9
CRAM,CRAM.AOS.buoy.c0,2018-07-10T04:00:00Z,2.5,25.1,7.9,2.6,31.2
CRAM,CRAM.AOS.buoy.c0,2018-07-10T04:00:00Z,1.5,25.2,8.5,2.8,33.4
CRAM,CRAM.AOS.buoy.c0,2018-07-10T04:00:00Z,7,6.9,3.7,2.5,20.2
CRAM,CRAM.AOS.buoy.c0,2018-07-10T04:00:00Z,9,5.8,7,1.7,13.5
CRAM,CRAM.AOS.buoy.c0,2018-07-10T04:00:00Z,11,5.1,10.1,0.2,1.5
CRAM,CRAM.AOS.buoy.c0,2018-07-10T04:00:00Z,14,4.9,13.6,0.1,0.9
CRAM,CRAM.AOS.buoy.c0,2018-07-10T04:00:00Z,5.5,9.1,7.1,3,25.8
CRAM,CRAM.AOS.buoy.c0,2018-07-10T04:00:00Z,8,6.3,3.9,2.2,18
CRAM,CRAM.AOS.buoy.c0,2018-07-10T04:00:00Z,4,17.5,6.8,3.4,35
CRAM,CRAM.AOS.buoy.c0,2018-07-10T04:00:00Z,2,25.2,8.1,2.7,32.3
CRAM,CRAM.AOS.buoy.c0,2018-07-10T04:00:00Z,1,25.3,8.7,2.9,39.3
CRAM,CRAM.AOS.buoy.c0,2018-07-10T04:00:00Z,3.5,22,7.5,3,33.8
CRAM,CRAM.AOS.buoy.c0,2018-07-10T04:00:00Z,6,8.1,7.1,2.8,23.6
CRAM,CRAM.AOS.buoy.c0,2018-07-10T04:00:00Z,5,11.3,7.8,3,27.4
CRAM,CRAM.AOS.buoy.c0,2018-09-11T04:00:00Z,5,18.2,13.7,4,45.2
CRAM,CRAM.AOS.buoy.c0,2018-09-11T04:00:00Z,2,19.7,12.3,8.3,95.5
CRAM,CRAM.AOS.buoy.c0,2018-09-11T04:00:00Z,12,5.2,20.4,0.1,0.9
CRAM,CRAM.AOS.buoy.c0,2018-09-11T04:00:00Z,9,6.1,16.5,0.2,1.2
CRAM,CRAM.AOS.buoy.c0,2018-09-11T04:00:00Z,3,19.6,12.4,8.3,94.8
CRAM,CRAM.AOS.buoy.c0,2018-09-11T04:00:00Z,1,19.7,12.3,8.4,96.1
CRAM,CRAM.AOS.buoy.c0,2018-09-11T04:00:00Z,0.5,19.7,12.3,8.3,94
CRAM,CRAM.AOS.buoy.c0,2018-09-11T04:00:00Z,4.5,19.3,12.5,7.9,90.4
CRAM,CRAM.AOS.buoy.c0,2018-09-11T04:00:00Z,7.5,7.9,16.1,0.8,7.1
CRAM,CRAM.AOS.buoy.c0,2018-09-11T04:00:00Z,15,5.1,23.4,0.1,0.9
CRAM,CRAM.AOS.buoy.c0,2018-09-11T04:00:00Z,7,8.9,16.4,0.9,8.2
CRAM,CRAM.AOS.buoy.c0,2018-09-11T04:00:00Z,5.5,15.1,15.6,2.1,21.5
CRAM,CRAM.AOS.buoy.c0,2018-09-11T04:00:00Z,6,12.1,15.9,1.3,12.7
CRAM,CRAM.AOS.buoy.c0,2018-09-11T04:00:00Z,17,5.1,25.5,0.1,0.8
CRAM,CRAM.AOS.buoy.c0,2018-09-11T04:00:00Z,8,7.2,15.9,0.3,2.2
CRAM,CRAM.AOS.buoy.c0,2018-09-11T04:00:00Z,2.5,19.7,12.4,8.3,95.8
CRAM,CRAM.AOS.buoy.c0,2018-09-11T04:00:00Z,13,5.1,21.4,0.1,1
CRAM,CRAM.AOS.buoy.c0,2018-09-11T04:00:00Z,14,5.1,22.4,0.1,0.9
CRAM,CRAM.AOS.buoy.c0,2018-09-11T04:00:00Z,16,5.1,23.8,0.1,0.9
CRAM,CRAM.AOS.buoy.c0,2018-09-11T04:00:00Z,8.5,6.7,15.5,0.2,1.5
CRAM,CRAM.AOS.buoy.c0,2018-09-11T04:00:00Z,6.5,10.3,16.5,0.8,7.4
CRAM,CRAM.AOS.buoy.c0,2018-09-11T04:00:00Z,3.5,19.5,12.4,8.2,93.4
CRAM,CRAM.AOS.buoy.c0,2018-09-11T04:00:00Z,4,19.4,12.5,8.1,93
CRAM,CRAM.AOS.buoy.c0,2018-09-11T04:00:00Z,10,5.6,18.6,0.1,1.1
CRAM,CRAM.AOS.buoy.c0,2018-09-11T04:00:00Z,11,5.4,19.8,0.1,1.1
CRAM,CRAM.AOS.buoy.c0,2018-09-11T04:00:00Z,1.5,19.7,12.4,8.3,96
CRAM,CRAM.AOS.buoy.c0,2018-09-27T04:00:00Z,10,5.9,11.3,7.5,74.4
CRAM,CRAM.AOS.buoy.c0,2018-09-27T04:00:00Z,12.5,5.2,14.4,7.6,71.5
CRAM,CRAM.AOS.buoy.c0,2018-09-27T04:00:00Z,4,15.7,10.4,6.8,72.6
CRAM,CRAM.AOS.buoy.c0,2018-09-27T04:00:00Z,2,15.8,7.2,7,74.1
CRAM,CRAM.AOS.buoy.c0,2018-09-27T04:00:00Z,11,5.4,12.7,7.5,72.4
CRAM,CRAM.AOS.buoy.c0,2018-09-27T04:00:00Z,4.5,15.7,10.4,6.9,73.8
CRAM,CRAM.AOS.buoy.c0,2018-09-27T04:00:00Z,8,7.5,7,7.3,75.8
CRAM,CRAM.AOS.buoy.c0,2018-09-27T04:00:00Z,1.5,15.8,7.1,7.2,76.6
CRAM,CRAM.AOS.buoy.c0,2018-09-27T04:00:00Z,1,15.7,7.2,7.4,79.2
CRAM,CRAM.AOS.buoy.c0,2018-09-27T04:00:00Z,14,5.2,16.5,7.7,70.2
CRAM,CRAM.AOS.buoy.c0,2018-09-27T04:00:00Z,5.5,15.7,7.4,6.9,73.7
CRAM,CRAM.AOS.buoy.c0,2018-09-27T04:00:00Z,8.5,7.1,9.4,7.3,75.5
CRAM,CRAM.AOS.buoy.c0,2018-09-27T04:00:00Z,13,5.2,15.6,7.7,70.9
CRAM,CRAM.AOS.buoy.c0,2018-09-27T04:00:00Z,15.5,5.2,18.6,7.8,69.6
CRAM,CRAM.AOS.buoy.c0,2018-09-27T04:00:00Z,13.5,5.2,16.1,7.8,71.3
CRAM,CRAM.AOS.buoy.c0,2018-09-27T04:00:00Z,6.5,11.6,10.3,7.1,74.8
CRAM,CRAM.AOS.buoy.c0,2018-09-27T04:00:00Z,12,5.2,13.6,7.6,72.1
CRAM,CRAM.AOS.buoy.c0,2018-09-27T04:00:00Z,14.5,5.2,21.7,7.7,69.2
CRAM,CRAM.AOS.buoy.c0,2018-09-27T04:00:00Z,3.5,15.7,7.1,6.8,72
CRAM,CRAM.AOS.buoy.c0,2018-09-27T04:00:00Z,5,15.7,7.5,7,74.1
CRAM,CRAM.AOS.buoy.c0,2018-09-27T04:00:00Z,2.5,15.8,7.3,7.1,75.4
CRAM,CRAM.AOS.buoy.c0,2018-09-27T04:00:00Z,0.5,15.5,10.7,7.9,83.7
CRAM,CRAM.AOS.buoy.c0,2018-09-27T04:00:00Z,3,15.8,7.2,7.2,77.1
CRAM,CRAM.AOS.buoy.c0,2018-09-27T04:00:00Z,9.5,6.1,11,7.5,75.1
CRAM,CRAM.AOS.buoy.c0,2018-09-27T04:00:00Z,9,6.5,9,7.3,74
CRAM,CRAM.AOS.buoy.c0,2018-09-27T04:00:00Z,7.5,8.3,8.4,7.4,77.9
CRAM,CRAM.AOS.buoy.c0,2018-09-27T04:00:00Z,7,9.6,9.3,6.7,71.6
CRAM,CRAM.AOS.buoy.c0,2018-09-27T04:00:00Z,11.5,5.3,13,7.4,71.4
CRAM,CRAM.AOS.buoy.c0,2018-09-27T04:00:00Z,10.5,5.7,11.8,7.6,74.5
CRAM,CRAM.AOS.buoy.c0,2018-09-27T04:00:00Z,15,5.2,17.7,7.8,69.6
CRAM,CRAM.AOS.buoy.c0,2018-09-27T04:00:00Z,16,5.2,18.5,7.8,68.6
CRAM,CRAM.AOS.buoy.c0,2018-09-27T04:00:00Z,6,15,8.3,6.9,74.4
CRAM,CRAM.AOS.buoy.c0,2018-10-02T04:00:00Z,14.5,5.2,19.5,0.1,0.6
CRAM,CRAM.AOS.buoy.c0,2018-10-02T04:00:00Z,7.5,8.7,12.8,0.2,1.3
CRAM,CRAM.AOS.buoy.c0,2018-10-02T04:00:00Z,9,6.4,14.5,0.1,0.8
CRAM,CRAM.AOS.buoy.c0,2018-10-02T04:00:00Z,2.5,13.1,10.3,8.8,88
CRAM,CRAM.AOS.buoy.c0,2018-10-02T04:00:00Z,1.5,13.1,10.2,8.9,98.5
CRAM,CRAM.AOS.buoy.c0,2018-10-02T04:00:00Z,3,13.1,10.3,8.8,87.9
CRAM,CRAM.AOS.buoy.c0,2018-10-02T04:00:00Z,4,13,10.3,8.7,87.3
CRAM,CRAM.AOS.buoy.c0,2018-10-02T04:00:00Z,6,13,10.3,8.7,86.9
CRAM,CRAM.AOS.buoy.c0,2018-10-02T04:00:00Z,1,13.1,10.2,9,90
CRAM,CRAM.AOS.buoy.c0,2018-10-02T04:00:00Z,9.5,6.1,15.1,0.2,1.2
CRAM,CRAM.AOS.buoy.c0,2018-10-02T04:00:00Z,7,11.4,11.4,0.5,4.5
CRAM,CRAM.AOS.buoy.c0,2018-10-02T04:00:00Z,4.5,13,10.3,1.6,86.4
CRAM,CRAM.AOS.buoy.c0,2018-10-02T04:00:00Z,11,5.5,16.2,0.1,0.8
CRAM,CRAM.AOS.buoy.c0,2018-10-02T04:00:00Z,0.5,13.1,10.3,9,90.3
CRAM,CRAM.AOS.buoy.c0,2018-10-02T04:00:00Z,11.5,5.4,16.6,0.1,0.7
CRAM,CRAM.AOS.buoy.c0,2018-10-02T04:00:00Z,13.5,5.2,18.2,0.1,0.6
CRAM,CRAM.AOS.buoy.c0,2018-10-02T04:00:00Z,10,5.7,15.6,0.1,1
CRAM,CRAM.AOS.buoy.c0,2018-10-02T04:00:00Z,10.5,5.6,15.9,0.1,0.9
CRAM,CRAM.AOS.buoy.c0,2018-10-02T04:00:00Z,5,13,10.2,8.7,86.9
CRAM,CRAM.AOS.buoy.c0,2018-10-02T04:00:00Z,6.5,13,10.3,8.6,86.2
CRAM,CRAM.AOS.buoy.c0,2018-10-02T04:00:00Z,2,13.1,10.3,8.8,88.8
CRAM,CRAM.AOS.buoy.c0,2018-10-02T04:00:00Z,8.5,6.9,12.8,0.1,1
CRAM,CRAM.AOS.buoy.c0,2018-10-02T04:00:00Z,3.5,13.1,10.2,8.7,87.6
CRAM,CRAM.AOS.buoy.c0,2018-10-02T04:00:00Z,15.5,5.2,20.8,0.1,0.6
CRAM,CRAM.AOS.buoy.c0,2018-10-02T04:00:00Z,12.5,5.3,16.8,0.1,0.7
CRAM,CRAM.AOS.buoy.c0,2018-10-02T04:00:00Z,8,7.5,12.5,0.1,1
CRAM,CRAM.AOS.buoy.c0,2018-10-02T04:00:00Z,5.5,13,10.3,8.7,87
CRAM,CRAM.AOS.buoy.c0,2018-10-16T04:00:00Z,6.5,7.6,10.8,9.7,86
CRAM,CRAM.AOS.buoy.c0,2018-10-16T04:00:00Z,12,5.4,17.1,0.3,2.1
CRAM,CRAM.AOS.buoy.c0,2018-10-16T04:00:00Z,10.5,5.8,16.5,0.7,5
CRAM,CRAM.AOS.buoy.c0,2018-10-16T04:00:00Z,1.5,7.6,10.8,9.7,86.3
CRAM,CRAM.AOS.buoy.c0,2018-10-16T04:00:00Z,13.5,5.2,19.8,0.2,1.7
CRAM,CRAM.AOS.buoy.c0,2018-10-16T04:00:00Z,10,7.1,12.2,6.7,57
CRAM,CRAM.AOS.buoy.c0,2018-10-16T04:00:00Z,14.5,5.2,21.4,0.2,1.6
CRAM,CRAM.AOS.buoy.c0,2018-10-16T04:00:00Z,3,7.6,10.9,9.7,86.7
CRAM,CRAM.AOS.buoy.c0,2018-10-16T04:00:00Z,9.5,7.5,10.9,9.4,83.9
CRAM,CRAM.AOS.buoy.c0,2018-10-16T04:00:00Z,11,5.6,16.6,0.4,3
CRAM,CRAM.AOS.buoy.c0,2018-10-16T04:00:00Z,9,7.5,10.9,9.6,85.4
CRAM,CRAM.AOS.buoy.c0,2018-10-16T04:00:00Z,3.5,7.6,10.9,9.8,86.7
CRAM,CRAM.AOS.buoy.c0,2018-10-16T04:00:00Z,12.5,5.3,18.2,0.2,1.8
CRAM,CRAM.AOS.buoy.c0,2018-10-16T04:00:00Z,15.5,5.2,22.4,0.2,1.7
