"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","SNOW","TAVG","TMAX","TMIN"
"USW00013741","ROANOKE REGIONAL AIRPORT, VA US","37.3169","-79.9741","358.1","1977","796.5","335.0","13.5","19.6","7.4"
"USW00013741","ROANOKE REGIONAL AIRPORT, VA US","37.3169","-79.9741","358.1","1978","1150.3","917.0","12.9","18.6","7.1"
"USW00013741","ROANOKE REGIONAL AIRPORT, VA US","37.3169","-79.9741","358.1","1979","1306.5","571.0","12.6","18.3","6.9"
"USW00013741","ROANOKE REGIONAL AIRPORT, VA US","37.3169","-79.9741","358.1","1980","877.1","776.0","13.3","19.3","7.4"
"USW00013741","ROANOKE REGIONAL AIRPORT, VA US","37.3169","-79.9741","358.1","1981","785.2","503.0","12.5","18.4","6.5"
"USW00013741","ROANOKE REGIONAL AIRPORT, VA US","37.3169","-79.9741","358.1","1982","1138.5","744.0","12.8","18.6","7.0"
"USW00013741","ROANOKE REGIONAL AIRPORT, VA US","37.3169","-79.9741","358.1","1983","1227.6","748.0","13.0","18.8","7.2"
"USW00013741","ROANOKE REGIONAL AIRPORT, VA US","37.3169","-79.9741","358.1","1984","1108.4","254.0","13.8","19.5","8.0"
"USW00013741","ROANOKE REGIONAL AIRPORT, VA US","37.3169","-79.9741","358.1","1985","1262.4","162.0","14.2","20.1","8.3"
"USW00013741","ROANOKE REGIONAL AIRPORT, VA US","37.3169","-79.9741","358.1","1986","856.8","224.0","13.8","19.8","7.9"
"USW00013741","ROANOKE REGIONAL AIRPORT, VA US","37.3169","-79.9741","358.1","1987","1309.6","1467.0","13.8","19.7","7.8"
"USW00013741","ROANOKE REGIONAL AIRPORT, VA US","37.3169","-79.9741","358.1","1988","753.2","267.0","12.9","19.3","6.5"
"USW00013741","ROANOKE REGIONAL AIRPORT, VA US","37.3169","-79.9741","358.1","1989","1380.7","625.0","13.1","19.0","7.3"
"USW00013741","ROANOKE REGIONAL AIRPORT, VA US","37.3169","-79.9741","358.1","1990","1109.8","63.0","15.0","21.3","8.8"
"USW00013741","ROANOKE REGIONAL AIRPORT, VA US","37.3169","-79.9741","358.1","1991","941.7","10.0","14.7","20.8","8.7"
"USW00013741","ROANOKE REGIONAL AIRPORT, VA US","37.3169","-79.9741","358.1","1992","1091.0","150.0","13.2","18.7","7.6"
"USW00013741","ROANOKE REGIONAL AIRPORT, VA US","37.3169","-79.9741","358.1","1993","1007.3","847.0","13.4","19.4","7.5"
"USW00013741","ROANOKE REGIONAL AIRPORT, VA US","37.3169","-79.9741","358.1","1994","1083.4","257.0","13.8","19.9","7.8"
"USW00013741","ROANOKE REGIONAL AIRPORT, VA US","37.3169","-79.9741","358.1","1995","1028.0","568.0","13.6","19.4","7.8"
"USW00013741","ROANOKE REGIONAL AIRPORT, VA US","37.3169","-79.9741","358.1","1996","1396.6","1258.0","12.8","18.2","7.4"
"USW00013741","ROANOKE REGIONAL AIRPORT, VA US","37.3169","-79.9741","358.1","1997","814.9","165.0","13.0","18.6","7.5"
"USW00013741","ROANOKE REGIONAL AIRPORT, VA US","37.3169","-79.9741","358.1","1998","1144.8","112.0","14.8","20.5","9.2"
"USW00013741","ROANOKE REGIONAL AIRPORT, VA US","37.3169","-79.9741","358.1","1999","920.0","179.0","14.3","20.2","8.4"
"USW00013741","ROANOKE REGIONAL AIRPORT, VA US","37.3169","-79.9741","358.1","2000","1005.6","362.0","13.4","19.0","7.8"
"USW00013741","ROANOKE REGIONAL AIRPORT, VA US","37.3169","-79.9741","358.1","2001","633.7","121.0","14.3","20.4","8.2"
"USW00013741","ROANOKE REGIONAL AIRPORT, VA US","37.3169","-79.9741","358.1","2002","856.9","248.0","14.4","20.1","8.8"
"USW00013741","ROANOKE REGIONAL AIRPORT, VA US","37.3169","-79.9741","358.1","2003","1379.0","745.0","13.3","18.4","8.2"
"USW00013741","ROANOKE REGIONAL AIRPORT, VA US","37.3169","-79.9741","358.1","2004","1208.7","314.0","14.3","19.6","9.1"
"USW00013741","ROANOKE REGIONAL AIRPORT, VA US","37.3169","-79.9741","358.1","2005","963.4","512.0","14.2","19.6","8.9"
"USW00013741","ROANOKE REGIONAL AIRPORT, VA US","37.3169","-79.9741","358.1","2006","951.7","151.0","14.6","20.4","8.8"
"USW00013741","ROANOKE REGIONAL AIRPORT, VA US","37.3169","-79.9741","358.1","2007","758.8","110.0","15.1","21.0","9.3"
"USW00013741","ROANOKE REGIONAL AIRPORT, VA US","37.3169","-79.9741","358.1","2008","846.9","112.0","14.2","19.9","8.6"
"USW00013741","ROANOKE REGIONAL AIRPORT, VA US","37.3169","-79.9741","358.1","2009","1366.7","584.0","14.1","19.3","8.8"
"USW00013741","ROANOKE REGIONAL AIRPORT, VA US","37.3169","-79.9741","358.1","2010","1103.6","797.0","14.2","19.6","8.7"
"USW00013741","ROANOKE REGIONAL AIRPORT, VA US","37.3169","-79.9741","358.1","2011","1144.8","81.0","14.9","20.6","9.2"
"USW00013741","ROANOKE REGIONAL AIRPORT, VA US","37.3169","-79.9741","358.1","2012","837.6","163.0","15.3","21.0","9.5"
"USW00013741","ROANOKE REGIONAL AIRPORT, VA US","37.3169","-79.9741","358.1","2013","1349.9","458.0","13.9","19.1","8.6"
"USW00013741","ROANOKE REGIONAL AIRPORT, VA US","37.3169","-79.9741","358.1","2014","1001.8","724.0","13.2","18.7","7.7"
"USW00013741","ROANOKE REGIONAL AIRPORT, VA US","37.3169","-79.9741","358.1","2015","1386.3","538.0","14.5","20.0","9.0"
"USW00013741","ROANOKE REGIONAL AIRPORT, VA US","37.3169","-79.9741","358.1","2016","1189.4","584.0","14.9","20.5","9.4"
"USW00013741","ROANOKE REGIONAL AIRPORT, VA US","37.3169","-79.9741","358.1","2017","953.8","156.0","15.1","20.8","9.3"
